Time," Concentration A, PPM"," Concentration A, %"," Current A, uA"," Current raw A, uA","Concentration B, PPM"," Concentration B, %"," Current B, uA"," Current raw B, uA"," Bias, mV"," Temperature, C",Sensor type,Sensor SN,Board SN,Averaging,Ch. A Mode,Ch. A Gain,Ch. B Mode,Ch. B Gain,,,
11/10/24 10:55,-9.100,-0.001,-0.00800,-0.181000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:55,-6.700,-0.001,-0.00600,-0.178000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,-3.500,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-3.700,0.000,-0.00300,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-4.600,0.000,-0.00400,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-3.100,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-3.800,0.000,-0.00300,-0.176000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-3.500,0.000,-0.00300,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-2.800,0.000,-0.00200,-0.175000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-6.900,-0.001,-0.00600,-0.179000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-7.500,-0.001,-0.00700,-0.179000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,-2.300,0.000,-0.00200,-0.174000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,3.800,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,7.800,0.001,0.00700,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,10.400,0.001,0.01000,-0.162000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,11.800,0.001,0.01100,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,11.000,0.001,0.01000,-0.161000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,9.900,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,5.100,0.001,0.00400,-0.167000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,9.900,0.001,0.00900,-0.162000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,12.400,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,14.100,0.001,0.01300,-0.158000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,13.500,0.001,0.01300,-0.159000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,18.800,0.002,0.01800,-0.154000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,17.800,0.002,0.01700,-0.155000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,15.700,0.002,0.01500,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,16.800,0.002,0.01600,-0.156000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,17.400,0.002,0.01600,-0.155000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,15.100,0.002,0.01400,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,18.900,0.002,0.01800,-0.154000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,23.100,0.002,0.02200,-0.149000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,21.200,0.002,0.02000,-0.151000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,18.800,0.002,0.01800,-0.154000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,14.000,0.001,0.01300,-0.158000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,7.200,0.001,0.00600,-0.165000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,7.000,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,8.500,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,7.700,0.001,0.00700,-0.164000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,11.500,0.001,0.01100,-0.161000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,7.300,0.001,0.00700,-0.165000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,8.100,0.001,0.00700,-0.164000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,9.800,0.001,0.00900,-0.162000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,7.100,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,1.000,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,2.600,0.000,0.00200,-0.169000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,4.000,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,9.300,0.001,0.00900,-0.163000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,12.600,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,7.900,0.001,0.00700,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,3.400,0.000,0.00300,-0.169000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,1.200,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,1.300,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,5.100,0.001,0.00400,-0.167000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,6.800,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,12.700,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,12.700,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,11.500,0.001,0.01100,-0.161000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,11.600,0.001,0.01100,-0.161000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,9.600,0.001,0.00900,-0.163000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:56,11.000,0.001,0.01000,-0.161000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:56,6.800,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:56,4.000,0.000,0.00300,-0.168000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:57,5.200,0.001,0.00500,-0.167000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,8.200,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,8.500,0.001,0.00800,-0.164000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,6.100,0.001,0.00500,-0.166000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:57,0.700,0.000,0.00000,-0.171000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:57,0.400,0.000,0.00000,-0.171000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,4.000,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,5.700,0.001,0.00500,-0.166000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,6.900,0.001,0.00600,-0.165000,0,0,0,0.0,0,24,,,,,,,,,,,
11/10/24 10:57,4.800,0.000,0.00400,-0.167000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:57,4.800,0.000,0.00400,-0.167000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,3.700,0.000,0.00300,-0.168000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,1.200,0.000,0.00100,-0.171000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,3.800,0.000,0.00300,-0.168000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:57,4.300,0.000,0.00400,-0.168000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,7.800,0.001,0.00700,-0.164000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,7.000,0.001,0.00600,-0.165000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,7.500,0.001,0.00700,-0.165000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,10.900,0.001,0.01000,-0.161000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:57,10.600,0.001,0.01000,-0.162000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,11.600,0.001,0.01100,-0.161000,0,0,0,0.0,0,23,,,,,,,,,,,
11/10/24 10:57,12.200,0.001,0.01100,-0.160000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,13.200,0.001,0.01200,-0.159000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,14.200,0.001,0.01300,-0.158000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,14.100,0.001,0.01300,-0.158000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,12.600,0.001,0.01200,-0.160000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,13.500,0.001,0.01300,-0.159000,0,0,0,0.0,-0.1,23,,,,,,,,,,,
11/10/24 10:57,15.600,0.002,0.01500,-0.157000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,17.900,0.002,0.01700,-0.155000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
11/10/24 10:57,20.700,0.002,0.02000,-0.152000,0,0,0,0.0,-0.1,24,,,,,,,,,,,
